Территория;Год;Субъект РФ;Тип;Уровень;Часть Арктики;ОКТМО;Площадь территории, кв. км;Стоимость фиксированного набора потребительских товаров и услуг, рублей;Численность населения (по переписям), человек;Численность населения на начало года (всего), человек;Среднегодовая численность населения, человек;Общий прирост населения, человек;Коэффициент общего прироста населения;Плотность населения (по данным переписей), человек на 1 кв. км;Плотность населения (по данным текущего учета), человек на 1 кв. км;Число родившихся (без мертворожденных), человек;Число умерших, человек;Естественный прирост (убыль), человек;Общий коэффициент рождаемости, промилле;Общий коэффициент смертности, промилле;Общий коэффициент естественного прироста (убыли);Специальный коэффициент рождаемости;Стандартизованный коэффициент рождаемости;Стандартизованный коэффициент смертности;Число прибывших, человек;Число выбывших, человек;Миграционный прирост (всего), человек;Миграционный прирост (внутрирегиональный), человек;Миграционный прирост (межрегиональный), человек;Миграционный прирост (международный), человек;Коэффициент миграционного прироста (общий);Коэффициент миграционного прироста (внутрирегиональный);Коэффициент миграционного прироста (межрегиональный);Коэффициент миграционного прироста (международный);Численность населения на начало года (моложе трудоспособного возраста), человек;Численность населения на начало года (трудоспособного возраста), человек;Численность населения на начало года (старше трудоспособного возраста), человек;Численность населения на начало года (мужчины), человек;Численность населения на начало года (женщины), человек;Удельный вес населения моложе трудоспособного возраста, %;Удельный вес населения трудоспособного возраста, %;Удельный вес населения старше трудоспособного возраста, %;Удельный вес мужчин, %;Удельный вес женщин, %;Общая демографическая нагрузка;Демографическая нагрузка лицами моложе трудоспособного возраста;Демографическая нагрузка лицами старше трудоспособного возраста;Среднесписочная численность работников организаций, человек;Численность работников организаций муниципальной формы собственности, человек;Удельный вес работников организаций муниципальной формы собственности, %;Среднемесячная заработная плата работников организаций, рублей;Отношение среднемесячной заработной платы к стоимости фиксированного набора, раз;Среднемесячная заработная плата в организацях мунипиальной формы собственности, рублей;Отношение зарплаты в муницип. организациях к стоимости фиксированного набора, раз;Отношение зарплаты в муницип. организациях к зарплате во всех организациях, %;Отгружено товаров собственного производства, выполнено работ и услуг, млн рублей;Отгружено товаров, выполнено работ и услуг на 1 человека, тыс. Рублей;Отгружено товаров, выполнено работ и услуг на 1 кв. км площади, тыс. Рублей;Приведенный контингент студентов (среднее проф. образование);Приведенный контингент студентов (среднее проф. образование) на 1000 человек;Приведенный контингент студентов (высшее образование);Приведенный контингент студентов (высшее образование) на 1000 человек;Комплексный балл публикационной результативности организаций (без филиалов)
ГО Северодвинск;2017;Архангельская область;городской округ;муниципальное образование;Европейская Арктика;11730000;1193;16183.51;;185042;184661;-762;-4.1;;154.72;2003;2098;-95;11.3;11.4;-0.5;48.1;11.8;11.5;5148;5815;-667;733;-1479;79;-36.1;39.7;-80.1;4.3;33034;104380;47628;86700;98342;18.0;56.0;26.0;46.8;53.2;785;321;464;69849;9086;13.0;54680;3.4;32854.7;2.0;60.1;180794;968;151483;;;1315.8;7.1;8.7
ГО Северодвинск;2018;Архангельская область;городской округ;муниципальное образование;Европейская Арктика;11730000;1193;16788.63;;184280;183782;-996;-5.4;;153.99;1795;2226;-431;11.3;12.1;-2.3;43.6;10.7;12.2;5287;5852;-565;560;-1148;23;-30.7;30.5;-62.5;1.3;33442;102475;48363;86324;97956;18.2;55.4;26.5;46.8;53.2;807;329;478;70839;8932;12.6;59153;3.5;37142.6;2.2;62.8;98979;533;82932;;;1316.1;7.2;6.8
ГО Северодвинск;2019;Архангельская область;городской округ;муниципальное образование;Европейская Арктика;11730000;1193;17442.2;;183284;183127;-314;-1.7;;153.44;1709;2109;-400;11.3;11.5;-2.2;41.7;10.3;11.5;5079;4993;86;687;-583;-18;4.7;37.5;-31.8;-1.0;33419;100974;48891;85856;97428;18.2;54.9;26.9;46.8;53.2;822;332;490;71483;8646;12.1;63519;3.6;40257.1;2.3;63.4;69424;376;58169;;;1324.0;7.2;4.4
ГО Северодвинск;2020;Архангельская область;городской округ;муниципальное образование;Европейская Арктика;11730000;1193;18420.65;;182970;182369;-1202;-6.6;;152.80;1545;2476;-931;11.3;13.6;-5.1;37.8;9.4;13.6;4177;4341;-164;625;-833;44;-9.0;34.3;-45.7;2.4;33301;100086;49583;85712;97258;18.1;55.3;26.6;46.8;53.2;808;328;480;72502;8606;11.9;65897;3.6;43105.1;2.3;65.4;121504;661;101805;3759.6;20.6;1329.8;7.3;4.6
ГО Северодвинск;2021;Архангельская область;городской округ;муниципальное образование;Европейская Арктика;11730000;1193;20111.33;157925;181768;181218;-1100;-6.1;132.32;151.84;1516;2747;-1231;11.3;15.2;-6.8;37.3;9.2;15.1;4058;3927;131;319;-256;68;7.2;17.6;-14.1;3.8;32821;101638;47309;85064;96704;18.0;56.5;25.4;46.8;53.2;770;319;450;72830;8506;11.7;71163;3.5;47688.4;2.4;67.0;215692;1178;180724;3795.8;20.9;1283.4;7.1;1.3
ГО Северодвинск;2022;Архангельская область;городской округ;муниципальное образование;Европейская Арктика;11730000;1193;;;180668;;;;;;;;;;;;;;;;;;;;;;;;;32588;103182;44898;84647;96021;;;;;;;;;;;;;;;;;;;;;;;;
ГО Усинск;1939;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;;21027;;;;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Усинск;1959;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Усинск;1970;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Усинск;1979;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;;44945;;;;;1.47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Усинск;1989;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;;69520;;;;;2.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Усинск;2002;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;;52845;;;;;1.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Усинск;2010;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;10284.56;47229;47229;47152;-155;-3.3;1.55;1.54;671;385;286;14.1;8.1;6.1;;;;660;1615;-955;;;;;;;;;;;;;;;;;;;;;26245;3693;14.1;43906;4.3;20044.8;1.9;45.7;;;;;;;;
ГО Усинск;2011;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;10722.21;;47074;46878;-392;-8.4;;1.53;687;420;267;14.7;9.0;5.7;;;;1910;2569;-659;;;;;;;;9457;32623;4994;23040;24034;20.4;68.7;11.0;49.0;51.0;456;296;160;27116;3546;13.1;49090;4.6;25722.9;2.4;52.4;;;;;;;;
ГО Усинск;2012;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;11361.21;;46682;46389;-586;-12.6;;1.52;671;403;268;14.5;8.7;5.8;52.5;13.7;15.8;2484;3338;-854;-74;-903;123;-184.1;-16.0;-194.7;26.5;9622;31763;5297;22858;23824;20.8;67.6;11.7;49.0;51.0;480;308;173;26656;3611;13.5;54914;4.8;30820.0;2.7;56.1;;;;;;;;
ГО Усинск;2013;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;12219.42;;46096;45925;-342;-7.4;;1.50;705;399;306;15.4;8.7;6.7;56.6;14.8;15.8;2761;3409;-648;-101;-632;85;-141.1;-22.0;-137.6;18.5;9652;30910;5534;22622;23474;21.2;66.4;12.3;49.1;50.9;505;320;185;27695;2723;9.8;61131;5.0;39599.1;3.2;64.8;;;;;;211.0;4.6;
ГО Усинск;2014;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;13228.07;;45754;45488;-533;-11.7;;1.49;674;379;295;14.8;8.3;6.5;55.4;14.5;15.1;2802;3630;-828;-95;-804;71;-182.0;-20.9;-176.7;15.6;9852;30121;5781;22432;23322;21.8;65.2;13.0;49.0;51.0;533;334;200;29120;2692;9.2;66456;5.0;42965.7;3.2;64.7;200404;4320;6557;;;214.1;4.7;
ГО Усинск;2015;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;14616.41;;45221;45010;-422;-9.4;;1.47;650;382;268;14.4;8.5;6.0;54.9;14.5;15.3;2709;3399;-690;-64;-866;240;-153.3;-14.2;-192.4;53.3;9940;29213;6068;22132;23089;22.2;64.0;13.8;48.9;51.1;564;347;217;27927;2703;9.7;67228;4.6;42924.3;2.9;63.8;209197;4555;6845;;;149.3;3.3;
ГО Усинск;2016;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;15319.11;;44799;44662;-274;-6.1;;1.46;624;393;231;14.0;8.8;5.2;54.0;14.3;15.7;2825;3330;-505;-104;-603;202;-113.1;-23.3;-135.0;45.2;10047;28354;6398;21874;22925;22.6;62.8;14.6;49.0;51.0;593;360;233;26095;2639;10.1;70340;4.6;41814.1;2.7;59.4;203389;4471;6655;;;104.3;2.3;
ГО Усинск;2017;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;15861.44;;44525;44308;-435;-9.8;;1.45;547;354;193;12.3;8.0;4.4;48.4;13.0;14.2;2568;3196;-628;-18;-689;79;-141.7;-4.1;-155.5;17.8;10130;27723;6672;21858;22667;22.8;61.7;15.5;49.0;51.0;620;369;251;25196;2577;10.2;74636;4.7;43756.0;2.8;58.6;211635;4702;6924;;;94.7;2.1;
ГО Усинск;2018;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;16805.58;;44090;43891;-399;-9.1;;1.44;500;383;117;11.4;8.7;2.7;45.0;12.3;15.1;2786;3302;-516;-27;-571;82;-117.6;-6.2;-130.1;18.7;10066;26980;7044;21580;22510;22.7;61.0;16.3;49.0;51.0;640;373;267;24829;2472;10.0;79590;4.7;50299.0;3.0;63.2;255160;5713;8348;;;91.4;2.1;
ГО Усинск;2019;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;17172.3;;43691;43236;-911;-21.1;;1.41;459;350;109;10.6;8.1;2.5;42.3;11.7;13.7;1991;3011;-1020;-58;-945;-17;-235.9;-13.4;-218.6;-3.9;9895;26541;7255;21450;22241;22.7;61.0;16.3;49.0;51.0;638;372;267;24280;2458;10.1;84291;4.9;52966.4;3.1;62.8;263806;5954;8631;;;114.0;2.6;
ГО Усинск;2020;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;18386.46;;42780;42803;45;1.1;;1.40;426;401;25;10.0;9.4;0.6;40.1;11.2;15.6;2327;2302;25;-36;-362;423;5.8;-8.4;-84.6;98.8;9725;26239;6816;20926;21854;22.5;61.3;16.2;49.0;51.0;630;366;264;23582;2410;10.2;89219;4.9;55973.4;3.0;62.7;190064;4330;6219;708.3;16.5;115.1;2.7;
ГО Усинск;2021;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;19746.04;36913;42825;42603;-444;-10.4;1.21;1.39;401;434;-33;9.4;10.2;-0.8;38.1;10.7;16.7;1912;2323;-411;-48;-799;436;-96.5;-11.3;-187.5;102.3;9508;26265;7052;21035;21790;22.0;62.0;16.0;49.2;50.8;612;355;257;21610;2315;10.7;95917;4.9;59658.3;3.0;62.2;311829;7212;10202;740.3;17.4;120.5;2.8;
ГО Усинск;2022;Республика Коми;городской округ;муниципальное образование;Европейская Арктика;87723000;30564;;;42381;;;;;;;;;;;;;;;;;;;;;;;;;9257;26581;6543;20907;21474;;;;;;;;;;;;;;;;;;;;;;;;
ГО Эгвекинот;1939;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;;68;;;;;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Эгвекинот;1959;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;;8395;;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Эгвекинот;1970;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;;15947;;;;;0.12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Эгвекинот;1979;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;;24953;;;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Эгвекинот;1989;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;;31415;;;;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Эгвекинот;2002;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;;6634;;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Эгвекинот;2010;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;15457.43;5798;5798;5575;-446;-80.0;0.04;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ГО Эгвекинот;2011;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;16157.73;;5352;5247;-211;-40.2;;0.04;52;71;-19;9.9;13.5;-3.6;39.1;11.5;24.3;;;;;;;;;;;;;;2728;2624;;;;51.2;48.8;;;;;;;;;;;;;;;;;;;
ГО Эгвекинот;2012;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;17580.59;;5141;5141;0;0.0;;0.04;74;83;-9;14.4;16.1;-1.8;59.2;17.8;29.5;;;;;;;;;;;;;;2643;2498;;;;51.9;48.1;;;;;;;;;;;;2518;452;18;;;;;
ГО Эгвекинот;2013;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;18694.84;;5141;5169;56;10.8;;0.04;56;61;-5;10.8;11.8;-1.0;46.7;14.1;21.8;;;;;;;;;;;1167;3504;681;2690;2451;22.1;65.0;12.9;53.0;47.0;537;339;198;2745;1023;37.3;59863;3.2;47436.8;2.5;79.2;2184;416;16;;;0.0;0.0;
ГО Эгвекинот;2014;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;19481.82;;5197;5160;-75;-14.5;;0.04;72;56;16;14.0;10.9;3.1;62.8;19.0;20.0;;;;;;;;;;;1147;3322;672;2793;2404;22.1;64.6;13.3;53.9;46.1;548;341;207;2556;952;37.2;66507;3.4;54772.0;2.8;82.4;1743;339;13;;;0.0;0.0;
ГО Эгвекинот;2015;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;21005.67;;5122;4968;-308;-62.0;;0.04;69;52;17;13.9;10.5;3.4;63.0;19.3;18.8;;;;;;;;;;;1117;3307;698;2765;2357;22.2;63.5;14.3;53.0;47.0;575;349;226;2407;1106;45.9;68609;3.3;54454.3;2.6;79.4;2234;432;16;;;0.0;0.0;
ГО Эгвекинот;2016;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;23101.64;;4814;4753;-122;-25.7;;0.03;69;59;10;14.5;12.4;2.1;66.0;20.5;21.5;389;521;-132;-78;-62;8;-277.7;-164.1;-130.4;16.8;1087;3002;725;2504;2310;22.6;61.9;15.5;52.6;47.4;615;364;251;2406;1096;45.6;75491;3.3;62247.5;2.7;82.5;2405;466;18;;;0.0;0.0;
ГО Эгвекинот;2017;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;23173.91;;4692;4713;42;8.9;;0.03;57;47;10;12.1;10.0;2.1;57.8;17.8;17.1;393;361;32;-17;51;-2;67.9;-36.1;108.2;-4.2;1057;2884;751;2496;2196;22.0;61.4;16.6;54.0;46.0;629;359;270;2509;1116;44.5;83828;3.6;68275.0;2.9;81.4;2594;522;19;;;0.0;0.0;
ГО Эгвекинот;2018;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;26112.39;;4734;4886;304;62.2;;0.04;65;51;14;13.3;10.4;2.9;64.6;19.0;17.7;657;430;227;88;125;14;464.6;180.1;255.8;28.7;1021;2902;811;2591;2143;21.8;61.1;17.1;54.2;45.8;636;357;280;2361;1091;46.2;87480;3.4;69939.0;2.7;79.9;3436;723;25;;;0.0;0.0;
ГО Эгвекинот;2019;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;27931.54;;5038;5044;11;2.2;;0.04;51;40;11;10.1;7.9;2.2;47.6;13.4;13.4;914;914;0;18;-76;58;0.0;35.7;-150.7;115.0;1108;3071;859;2703;2335;22.3;60.9;16.8;52.8;47.2;641;365;276;2281;1124;49.3;87820;3.1;78731.5;2.8;89.7;2860;607;21;;;0.0;0.0;
ГО Эгвекинот;2020;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;28409.64;;5049;5053;7;1.4;;0.04;59;54;5;11.7;10.7;1.0;53.9;14.6;17.9;853;850;3;45;-27;-15;5.9;89.1;-53.4;-29.7;1138;3077;834;2619;2430;22.9;60.2;16.9;51.4;48.6;661;381;280;2357;1118;47.4;103949;3.7;82872.4;2.9;79.7;4344;889;32;79.8;15.8;0.0;0.0;
ГО Эгвекинот;2021;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;30242.11;4835;5056;5085;57;11.2;0.04;0.04;41;46;-5;8.1;9.0;-1.0;36.9;9.8;14.7;851;789;62;58;-20;24;121.9;114.1;-39.3;47.2;1178;3007;871;2572;2484;23.1;60.0;16.9;50.8;49.2;666;385;281;2397;1117;46.6;114823;3.8;89053.8;2.9;77.6;5406;1072;40;90.8;17.9;0.0;0.0;
ГО Эгвекинот;2022;Чукотский АО;городской округ;муниципальное образование;Азиатская Арктика;77615000;136644;;;5113;;;;;;;;;;;;;;;;;;;;;;;;;1169;3098;846;2596;2517;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Александровск;1939;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;;14358;;;;;40.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Александровск;1959;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;;20129;;;;;56.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Александровск;1970;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Александровск;1979;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Александровск;1989;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;;28551;;;;;80.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Александровск;2002;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;;46523;;;;;131.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Александровск;2010;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;11062.9;42789;42789;42829;80;1.9;120.88;120.99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Александровск;2011;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;11490.32;;42869;42909;79;1.8;;121.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Александровск;2012;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;12175.18;;42948;42989;81;1.9;;121.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Александровск;2013;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;13128.21;;43029;43064;69;1.6;;121.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Александровск;2014;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;14688.34;;43098;43393;589;13.6;;122.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Александровск;2015;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;16236.07;;43687;43931;488;11.1;;124.10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Александровск;2016;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;17098.93;;44175;44501;652;14.7;;125.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Александровск;2017;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;17702.07;;44827;44963;272;6.0;;127.02;590;212;378;13.1;4.7;8.4;;;;;;-106;;;;-23.6;;;;;;;;;;;;;;;;;11369;;;46163;2.6;;;;6236;142;17616;;;0.0;0.0;
ЗАТО Александровск;2018;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;18383.68;;45099;45294;389;8.6;;127.95;485;210;275;10.7;4.6;6.1;;;;;;114;;;;25.2;;;;;;;;;;;;;;;;;10999;;;52046;2.8;;;;5366;121;15158;;;0.0;0.0;
ЗАТО Александровск;2019;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;19019.69;;45488;45465;-46;-1.0;;128.44;493;204;289;10.8;4.5;6.4;;;;;;-335;;;;-73.7;;;;;;;;;;;;;;;;;11020;;;54686;2.9;;;;5955;133;16824;;;0.0;0.0;
ЗАТО Александровск;2020;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;19883.72;;45442;45391;-102;-2.2;;128.23;435;266;169;9.6;5.9;3.7;;;;;;-199;;;;-43.8;;;;;;;;;;;;;;;;;11503;;;57641;2.9;;;;5368;119;15164;314.6;6.9;0.0;0.0;
ЗАТО Александровск;2021;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;20996.94;32459;45340;45142;-396;-8.8;91.69;127.52;461;269;192;10.2;6.0;4.3;;;;;;-588;;;;-130.3;;;;;;;;;;;;;;;;;11432;;;62952;3.0;;;;9495;209;26822;277.7;6.2;0.0;0.0;
ЗАТО Александровск;2022;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47737000;354;;;44944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Видяево;1939;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Видяево;1959;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Видяево;1970;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Видяево;1979;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Видяево;1989;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Видяево;2002;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;;6307;;;;;81.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Видяево;2010;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;11062.9;5771;5771;5882;222;37.7;74.51;75.94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Видяево;2011;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;11490.32;;5993;6104;222;36.4;;78.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Видяево;2012;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;12175.18;;6215;6241;52;8.3;;80.57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ЗАТО Видяево;2013;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;13128.21;;6267;6284;33;5.3;;81.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Видяево;2014;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;14688.34;;6300;6279;-42;-6.7;;81.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Видяево;2015;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;16236.07;;6258;6281;45;7.2;;81.09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Видяево;2016;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;17098.93;;6303;6225;-157;-25.2;;80.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;0.0;
ЗАТО Видяево;2017;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;17702.07;;6146;6066;-161;-26.5;;78.31;87;17;70;14.3;2.8;11.5;;;;;;-231;;;;-380.8;;;;;;;;;;;;;;;;;1343;;;40898;2.3;;;;568;90;7330;;;0.0;0.0;
ЗАТО Видяево;2018;Мурманская область;городской округ (закрытое адм.-тер. образование);муниципальное образование;Европейская Арктика;47735000;77;18383.68;;5985;5969;-32;-5.4;;77.06;56;16;40;9.4;2.7;6.7;;;;;;-72;;;;-120.6;;;;;;;;;;;;;;;;;1296;;;46466;2.5;;;;407;65;5254;;;0.0;0.0;
