Территория;Год;Субъект РФ;Тип;Уровень;Часть Арктики;ОКТМО;Площадь территории, кв. км;Стоимость фиксированного набора потребительских товаров и услуг, рублей;Численность населения (по переписям), человек;Численность населения на начало года (всего), человек;Среднегодовая численность населения, человек;Общий прирост населения, человек;Коэффициент общего прироста населения;Плотность населения (по данным переписей), человек на 1 кв. км;Плотность населения (по данным текущего учета), человек на 1 кв. км;Число родившихся (без мертворожденных), человек;Число умерших, человек;Естественный прирост (убыль), человек;Общий коэффициент рождаемости, промилле;Общий коэффициент смертности, промилле;Общий коэффициент естественного прироста (убыли);Специальный коэффициент рождаемости;Стандартизованный коэффициент рождаемости;Стандартизованный коэффициент смертности;Число прибывших, человек;Число выбывших, человек;Миграционный прирост (всего), человек;Миграционный прирост (внутрирегиональный), человек;Миграционный прирост (межрегиональный), человек;Миграционный прирост (международный), человек;Коэффициент миграционного прироста (общий);Коэффициент миграционного прироста (внутрирегиональный);Коэффициент миграционного прироста (межрегиональный);Коэффициент миграционного прироста (международный);Численность населения на начало года (моложе трудоспособного возраста), человек;Численность населения на начало года (трудоспособного возраста), человек;Численность населения на начало года (старше трудоспособного возраста), человек;Численность населения на начало года (мужчины), человек;Численность населения на начало года (женщины), человек;Удельный вес населения моложе трудоспособного возраста, %;Удельный вес населения трудоспособного возраста, %;Удельный вес населения старше трудоспособного возраста, %;Удельный вес мужчин, %;Удельный вес женщин, %;Общая демографическая нагрузка;Демографическая нагрузка лицами моложе трудоспособного возраста;Демографическая нагрузка лицами старше трудоспособного возраста;Среднесписочная численность работников организаций, человек;Численность работников организаций муниципальной формы собственности, человек;Удельный вес работников организаций муниципальной формы собственности, %;Среднемесячная заработная плата работников организаций, рублей;Отношение среднемесячной заработной платы к стоимости фиксированного набора, раз;Среднемесячная заработная плата в организацях мунипиальной формы собственности, рублей;Отношение зарплаты в муницип. организациях к стоимости фиксированного набора, раз;Отношение зарплаты в муницип. организациях к зарплате во всех организациях, %;Отгружено товаров собственного производства, выполнено работ и услуг, млн рублей;Отгружено товаров, выполнено работ и услуг на 1 человека, тыс. Рублей;Отгружено товаров, выполнено работ и услуг на 1 кв. км площади, тыс. Рублей;Приведенный контингент студентов (среднее проф. образование);Приведенный контингент студентов (среднее проф. образование) на 1000 человек;Приведенный контингент студентов (высшее образование);Приведенный контингент студентов (высшее образование) на 1000 человек;Комплексный балл публикационной результативности организаций (без филиалов)
МР Приморский;2021;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;20111.33;28799;25171;25055;-233;-9.3;0.62;0.54;207;488;-281;14.7;19.5;-11.2;52.0;17.3;16.4;999;949;50;92;-52;10;20.0;36.7;-20.8;4.0;4931;12384;7856;12257;12914;19.5;49.6;30.9;48.7;51.3;1016;393;623;6849;1257;18.4;67441;3.4;42061.7;2.1;62.4;26406;1052;572;0.0;0.0;0.0;0.0;
МР Приморский;2022;Архангельская область;муниципальный район;муниципальное образование;Европейская Арктика;11652000;46134;;;24938;;;;;;;;;;;;;;;;;;;;;;;;;4835;12476;7627;12140;12798;;;;;;;;;;;;;;;;;;;;;;;;
МР Сегежский;1939;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;;4845;;;;;0.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Сегежский;1959;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;;57219;;;;;5.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Сегежский;1970;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;;54474;;;;;5.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Сегежский;1979;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;;56949;;;;;5.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Сегежский;1989;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;;56931;;;;;5.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Сегежский;2002;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;;50054;;;;;4.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Сегежский;2010;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;8950.29;41215;41215;41172;-86;-2.1;3.90;3.89;475;714;-239;11.5;17.3;-5.8;;;;;;-214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Сегежский;2011;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;9644.09;;41129;40775;-709;-17.4;;3.86;442;632;-190;10.8;15.5;-4.7;48.4;13.8;15.3;;;-519;;;;;;;;6437;25188;9504;19772;21357;15.8;60.7;23.5;48.1;51.9;648;261;387;12023;;;21789;2.3;;;;;;;;;;;
МР Сегежский;2012;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;10286.17;;40420;40043;-755;-18.9;;3.79;446;654;-208;11.1;16.3;-5.2;51.2;14.9;15.9;821;1368;-547;-268;-307;28;-136.6;-66.9;-76.7;7.0;6466;24297;9657;19427;20993;16.1;59.6;24.2;48.1;51.9;677;270;407;11519;2021;17.5;23893;2.3;15611.4;1.5;65.3;;;;;;;;
МР Сегежский;2013;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;11290.27;;39665;39297;-737;-18.8;;3.72;409;617;-208;10.4;15.7;-5.3;49.1;14.4;15.1;906;1435;-529;-282;-264;17;-134.6;-71.8;-67.2;4.3;6442;23465;9758;19063;20602;16.4;58.6;25.0;48.0;52.0;706;280;427;11355;2041;18.0;27373;2.4;19601.2;1.7;71.6;;;;;;0.0;0.0;
МР Сегежский;2014;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;12839.99;;38928;38700;-456;-11.8;;3.66;428;570;-142;11.1;14.7;-3.7;53.5;15.8;14.1;1162;1476;-314;-159;-177;22;-81.1;-41.1;-45.7;5.7;6438;22597;9893;18661;20267;16.6;57.6;25.7;48.1;51.9;735;289;447;10860;2008;18.5;28783;2.2;20908.3;1.6;72.6;16875;421;1596;;;0.0;0.0;
МР Сегежский;2015;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;14439.38;;38472;38189;-566;-14.8;;3.61;374;629;-255;9.8;16.5;-6.7;48.5;14.5;15.7;1103;1414;-311;-100;-228;17;-81.4;-26.2;-59.7;4.5;6433;22011;10028;18541;19931;16.8;56.8;26.5;48.2;51.8;762;296;466;10500;1877;17.9;29971;2.1;21186.1;1.5;70.7;22315;568;2111;;;0.0;0.0;
МР Сегежский;2016;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;15326.93;;37906;37586;-641;-17.1;;3.56;341;637;-296;9.1;16.9;-7.9;45.8;13.7;16.0;1045;1390;-345;-152;-187;-6;-91.8;-40.4;-49.8;-1.6;6386;21340;10180;18299;19607;16.8;56.1;27.1;48.3;51.7;783;299;484;10411;1757;16.9;32732;2.1;21531.2;1.4;65.8;25590;661;2421;;;0.0;0.0;
МР Сегежский;2017;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;15945.09;;37265;36924;-683;-18.5;;3.49;317;595;-278;8.6;16.1;-7.5;43.9;13.1;15.1;1085;1490;-405;-195;-217;7;-109.7;-52.8;-58.8;1.9;6239;20820;10206;18028;19237;16.7;55.6;27.7;48.3;51.7;800;301;498;10284;1699;16.5;35124;2.2;25580.0;1.6;72.8;26035;682;2463;;;0.0;0.0;
МР Сегежский;2018;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;16569.42;;36582;36218;-728;-20.1;;3.43;290;633;-343;8.0;17.5;-9.5;41.1;12.4;16.3;1056;1441;-385;-210;-186;11;-106.3;-58.0;-51.4;3.0;6123;20215;10244;17670;18912;16.7;55.0;28.3;48.3;51.7;819;304;516;10225;1641;16.0;38819;2.3;29629.3;1.8;76.3;32538;866;3078;;;0.0;0.0;
МР Сегежский;2019;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;17010.79;;35854;35602;-504;-14.2;;3.37;240;563;-323;6.7;15.8;-9.1;34.6;10.3;14.6;1010;1191;-181;-135;-87;41;-50.8;-37.9;-24.4;11.5;5978;19597;10279;17328;18526;16.5;55.4;28.2;48.3;51.7;807;297;509;9826;1454;14.8;42498;2.5;31605.2;1.9;74.4;34523;935;3266;;;0.0;0.0;
МР Сегежский;2020;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;17928.84;;35350;35056;-589;-16.8;;3.32;231;702;-471;6.6;20.0;-13.4;33.8;9.9;18.3;933;1051;-118;-123;-29;34;-33.7;-35.1;-8.3;9.7;5744;19814;9792;17074;18276;16.1;56.0;27.9;48.4;51.6;785;287;498;9799;1401;14.3;46185;2.6;34067.5;1.9;73.8;34239;945;3239;601.0;17.1;0.0;0.0;
МР Сегежский;2021;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;19293.86;32371;34761;34524;-474;-13.7;3.06;3.27;235;754;-519;6.8;21.8;-15.0;35.0;10.0;19.9;1065;1020;45;-73;40;78;13.0;-21.1;11.6;22.6;5533;19459;9769;16852;17909;15.9;56.7;27.4;48.6;51.4;765;281;484;9671;1338;13.8;51955;2.7;37140.6;1.9;71.5;42552;1195;4025;624.0;18.1;0.0;0.0;
МР Сегежский;2022;Республика Карелия;муниципальный район;муниципальное образование;Европейская Арктика;86645000;10571;;;34287;;;;;;;;;;;;;;;;;;;;;;;;;5479;19661;9147;16673;17614;;;;;;;;;;;;;;;;;;;;;;;;
МР Среднеколымский;1939;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;;8158;;;;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Среднеколымский;1959;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;;5495;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Среднеколымский;1970;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;;6921;;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Среднеколымский;1979;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;;8030;;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Среднеколымский;1989;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;;9441;;;;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Среднеколымский;2002;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;;8353;;;;;0.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Среднеколымский;2010;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;11154.27;7897;7897;7897;0;0.0;0.06;0.06;138;112;26;17.5;14.2;3.3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Среднеколымский;2011;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;12056.9;;7897;7845;-104;-13.3;;0.06;145;101;44;18.5;12.9;5.6;77.2;22.1;19.1;;;;;;;;;;;2241;4550;1106;4088;3809;28.6;57.0;14.4;51.7;48.3;754;501;253;;;;;;;;;;;;;;;;
МР Среднеколымский;2012;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;12772.67;;7793;7743;-101;-13.0;;0.06;137;99;38;17.7;12.8;4.9;75.8;22.2;18.9;270;409;-139;-115;-16;-8;-179.5;-148.5;-20.7;-10.3;2239;4397;1157;4031;3762;28.7;56.1;15.2;51.9;48.1;781;511;270;;;;;;;;;;;;;;;;
МР Среднеколымский;2013;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;13715.79;;7692;7614;-157;-20.6;;0.06;150;100;50;19.7;13.1;6.6;87.0;25.6;19.1;236;443;-207;-187;-23;3;-271.9;-245.6;-30.2;3.9;2203;4297;1192;4004;3688;28.9;55.3;15.9;51.9;48.1;809;522;287;2075;970;46.7;37437;2.7;38387.1;2.8;102.5;;;;;;0.0;0.0;
МР Среднеколымский;2014;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;14901.91;;7535;7516;-38;-5.1;;0.06;161;91;70;21.4;12.1;9.3;95.8;28.0;17.2;255;363;-108;-119;-12;23;-143.7;-158.3;-16.0;30.6;2193;4118;1224;3904;3631;29.2;54.2;16.7;51.8;48.2;847;539;308;2083;990;47.5;41296;2.8;41537.2;2.8;100.6;484;63;4;;;0.0;0.0;
МР Среднеколымский;2015;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;16747.46;;7497;7518;41;5.5;;0.06;145;71;74;19.3;9.4;9.8;87.0;25.4;13.3;297;330;-33;-11;-6;-16;-43.9;-14.6;-8.0;-21.3;2195;4022;1280;3883;3614;29.4;53.2;17.4;51.9;48.1;880;552;328;2065;980;47.5;44022;2.6;43375.4;2.6;98.5;551;72;4;;;0.0;0.0;
МР Среднеколымский;2016;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;17874.18;;7538;7525;-26;-3.5;;0.06;114;91;23;15.1;12.1;3.1;69.7;19.9;16.9;285;334;-49;-48;3;-4;-65.1;-63.8;4.0;-5.3;2219;3978;1341;3921;3617;29.3;52.6;18.2;52.1;47.9;902;557;346;2050;969;47.3;45235;2.5;45089.4;2.5;99.7;579;77;5;;;0.0;0.0;
МР Среднеколымский;2017;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;18692.03;;7512;7506;-13;-1.7;;0.06;122;79;43;16.3;10.5;5.7;76.0;20.8;14.5;364;420;-56;-62;6;0;-74.6;-82.6;8.0;0.0;2185;3933;1394;3921;3591;29.1;52.1;18.8;52.1;47.9;921;559;362;2079;998;48.0;47933;2.6;46381.5;2.5;96.8;1249;166;10;;;0.0;0.0;
МР Среднеколымский;2018;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;19415.92;;7499;7462;-75;-10.1;;0.06;100;81;19;13.4;10.9;2.5;63.2;16.5;14.8;325;419;-94;-86;-7;-1;-126.0;-115.3;-9.4;-1.3;2184;3883;1432;3899;3600;29.0;51.6;19.4;52.0;48.0;937;561;376;2061;989;48.0;54570;2.8;53195.3;2.7;97.5;1367;182;11;;;0.0;0.0;
МР Среднеколымский;2019;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;20184.48;;7424;7378;-92;-12.5;;0.06;141;87;54;19.1;11.8;7.3;92.1;22.9;16.3;198;344;-146;-153;2;5;-197.9;-207.4;2.7;6.8;2139;3820;1465;3855;3569;29.9;51.2;18.9;52.0;48.0;955;584;370;2051;1004;49.0;58002;2.9;55126.4;2.7;95.0;1500;200;12;;;0.0;0.0;
МР Среднеколымский;2020;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;21258.67;;7332;7322;-20;-2.7;;0.06;99;103;-4;13.5;14.1;-0.5;66.1;16.4;20.0;286;302;-16;-23;4;3;-21.9;-31.4;5.5;4.1;2272;3729;1331;3820;3512;30.7;50.9;18.4;50.0;50.0;965;603;362;2017;994;49.3;62542;2.9;58288.5;2.7;93.2;1473;197;12;0.0;0.0;0.0;0.0;
МР Среднеколымский;2021;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;22714.31;6805;7312;7238;-149;-20.6;0.05;0.06;95;99;-4;13.1;13.7;-0.6;63.5;15.6;19.3;236;381;-145;-137;-7;-1;-200.3;-189.3;-9.7;-1.4;2221;3724;1367;3503;3809;30.3;51.2;18.5;47.8;52.2;951;591;361;1974;989;50.1;65838;2.9;62814.1;2.8;95.4;1165;158;9;0.0;0.0;0.0;0.0;
МР Среднеколымский;2022;Республика Саха (Якутия);муниципальный район;муниципальное образование;Азиатская Арктика;98646000;125161;;;7163;;;;;;;;;;;;;;;;;;;;;;;;;2162;3693;1308;3421;3742;;;;;;;;;;;;;;;;;;;;;;;;
МР Таймырский Долгано-Ненецкий;1939;Красноярский край;муниципальный район;муниципальное образование;Азиатская Арктика;4653000;879900;;28711;;;;;0.03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Таймырский Долгано-Ненецкий;1959;Красноярский край;муниципальный район;муниципальное образование;Азиатская Арктика;4653000;879900;;33382;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Таймырский Долгано-Ненецкий;1970;Красноярский край;муниципальный район;муниципальное образование;Азиатская Арктика;4653000;879900;;38060;;;;;0.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Таймырский Долгано-Ненецкий;1979;Красноярский край;муниципальный район;муниципальное образование;Азиатская Арктика;4653000;879900;;44108;;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Таймырский Долгано-Ненецкий;1989;Красноярский край;муниципальный район;муниципальное образование;Азиатская Арктика;4653000;879900;;55111;;;;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Таймырский Долгано-Ненецкий;2002;Красноярский край;муниципальный район;муниципальное образование;Азиатская Арктика;4653000;879900;;39786;;;;;0.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
МР Таймырский Долгано-Ненецкий;2010;Красноярский край;муниципальный район;муниципальное образование;Азиатская Арктика;4653000;879900;9015.34;34432;34432;34393;-79;-2.3;0.04;0.04;602;351;251;17.4;10.2;7.3;;;;768;1350;-582;;;;;;;;;;;;;;;;;;;;;;;;39206;4.3;;;;;;;;;;;
МР Таймырский Долгано-Ненецкий;2011;Красноярский край;муниципальный район;муниципальное образование;Азиатская Арктика;4653000;879900;9614.35;;34353;34359;12;0.3;;0.04;583;388;195;17.0;11.3;5.7;61.5;16.6;21.0;1644;1827;-183;;;;;;;;8156;22591;3606;16541;17812;23.9;65.3;10.8;48.2;51.8;531;366;165;13776;;;41773;4.3;;;;;;;;;;;
