Регион;Дата;"Запросов ""Вызвать скорую"", единиц на 1 млн";"Запросов ""Лечение коронавируса"", единиц на 1 млн";"Запросов ""Пропало обоняние"", единиц на 1 млн";Заражений всего, на 1 млн человек;Заражений всего, случаев;Заражений за день, на 1 млн человек;Заражений за день, случаев;Индекс самоизоляции;Поисковых запросов о коронавирусе, единиц на 1 млн;Смертей всего, на 1 млн человек;Смертей всего, случаев;Смертей за день, на 1 млн человек;Смертей за день, случаев
Арктические регионы;2022-04-14;11.1;24.1;7.7;225900.7;418366.6;74.2;137.4;;18.2;2970.9;5502.0;2.2;4.0
Арктические регионы;2022-04-15;11.5;23.2;7.5;225973.9;418502.0;73.1;135.4;;18.3;2973.1;5506.1;2.2;4.1
Арктические регионы;2022-04-16;11.4;22.5;8.0;226045.6;418634.9;71.7;132.9;;18.0;2975.3;5510.1;2.2;4.0
Арктические регионы;2022-04-17;10.9;22.4;7.6;226115.7;418764.7;70.1;129.9;;17.7;2977.5;5514.3;2.2;4.1
Арктические регионы;2022-04-18;10.9;22.9;7.5;226184.1;418891.4;68.4;126.7;;17.4;2979.7;5518.4;2.2;4.1
Арктические регионы;2022-04-19;11.1;21.2;8.5;226251.0;419015.3;66.9;123.9;;17.2;2981.4;5521.6;1.7;3.1
Арктические регионы;2022-04-20;11.2;20.7;9.3;226315.4;419134.6;64.4;119.3;;16.8;2983.3;5525.0;1.9;3.4
Арктические регионы;2022-04-21;11.3;21.4;9.2;226378.4;419251.1;62.9;116.6;;16.7;2984.8;5527.9;1.5;2.9
Арктические регионы;2022-04-22;10.9;21.6;9.1;226440.2;419365.7;61.9;114.6;;16.3;2986.0;5530.0;1.2;2.1
Арктические регионы;2022-04-23;11.3;21.2;8.7;226501.1;419478.4;60.9;112.7;;16.4;2987.1;5532.0;1.1;2.0
Арктические регионы;2022-04-24;11.4;21.1;8.8;226561.0;419589.4;59.9;111.0;;16.6;2987.9;5533.6;0.8;1.6
Арктические регионы;2022-04-25;11.3;19.8;8.7;226620.3;419699.1;59.2;109.7;;16.9;2988.7;5535.1;0.8;1.6
Арктические регионы;2022-04-26;11.1;20.8;8.9;226678.7;419807.4;58.5;108.3;;17.3;2989.6;5536.7;0.8;1.6
Арктические регионы;2022-04-27;11.6;21.5;8.8;226735.8;419913.1;57.1;105.7;;17.7;2990.2;5537.9;0.6;1.1
Арктические регионы;2022-04-28;12.2;22.1;9.4;226791.3;420015.9;55.5;102.7;;18.3;2991.3;5539.9;1.1;2.0
Арктические регионы;2022-04-29;13.1;21.3;9.5;226844.5;420114.4;53.2;98.6;;18.4;2992.8;5542.6;1.5;2.7
Арктические регионы;2022-04-30;13.0;21.6;10.0;226895.7;420209.3;51.2;94.9;;18.6;2994.1;5545.1;1.4;2.6
Арктические регионы;2022-05-01;13.2;21.9;9.5;226944.5;420299.7;48.8;90.4;;18.4;2995.5;5547.6;1.3;2.4
Арктические регионы;2022-05-02;13.2;23.2;9.3;226990.6;420385.0;46.1;85.3;;18.2;2996.7;5549.9;1.2;2.3
Арктические регионы;2022-05-03;13.1;22.8;8.9;227033.7;420464.9;43.1;79.9;;17.7;2997.9;5552.1;1.2;2.3
Арктические регионы;2022-05-04;13.1;20.9;9.5;227074.8;420541.0;41.1;76.1;;17.5;2999.4;5554.9;1.5;2.7
Арктические регионы;2022-05-05;13.1;19.4;9.1;227114.0;420613.6;39.2;72.6;;17.3;3000.5;5556.9;1.1;2.0
Арктические регионы;2022-05-06;12.6;19.1;8.8;227152.1;420684.1;38.1;70.6;;17.1;3001.2;5558.1;0.7;1.3
Арктические регионы;2022-05-07;13.4;18.7;8.8;227189.0;420752.4;36.9;68.3;;17.0;3001.9;5559.4;0.7;1.3
Арктические регионы;2022-05-08;14.2;17.8;8.6;227224.5;420818.1;35.5;65.7;;17.0;3002.6;5560.7;0.7;1.3
Арктические регионы;2022-05-09;14.4;17.4;9.1;227259.0;420882.0;34.5;63.9;;17.0;3003.2;5561.9;0.6;1.1
Арктические регионы;2022-05-10;14.6;16.5;8.5;227293.1;420945.1;34.1;63.1;;17.2;3003.7;5562.9;0.5;1.0
Арктические регионы;2022-05-11;14.7;17.8;7.8;227326.7;421007.4;33.6;62.3;;17.1;3003.9;5563.3;0.2;0.4
Арктические регионы;2022-05-12;15.2;17.9;7.8;227360.0;421069.1;33.3;61.7;;16.8;3004.2;5563.7;0.2;0.4
Арктические регионы;2022-05-13;14.8;18.7;8.2;227392.6;421129.6;32.6;60.4;;17.0;3004.4;5564.1;0.2;0.4
Арктические регионы;2022-05-14;13.8;18.6;8.1;227425.6;421190.6;32.9;61.0;;16.9;3004.9;5565.1;0.5;1.0
Арктические регионы;2022-05-15;13.0;18.1;9.0;227459.0;421252.4;33.4;61.9;;16.9;3005.8;5566.7;0.8;1.6
Арктические регионы;2022-05-16;12.5;16.9;8.6;227493.1;421315.6;34.1;63.1;;16.6;3006.6;5568.3;0.8;1.6
Арктические регионы;2022-05-17;12.7;17.3;9.1;227527.9;421380.1;34.9;64.6;;16.4;3007.9;5570.6;1.2;2.3
Арктические регионы;2022-05-18;12.5;16.5;8.4;227562.2;421443.6;34.2;63.4;;16.5;3009.0;5572.7;1.2;2.1
Арктические регионы;2022-05-19;12.1;15.9;8.7;227596.0;421506.1;33.8;62.6;;16.4;3010.1;5574.7;1.1;2.0
Арктические регионы;2022-05-20;12.3;14.8;8.3;227629.6;421568.4;33.6;62.3;;16.1;3011.3;5576.9;1.2;2.1
Арктические регионы;2022-05-21;12.5;14.8;8.0;227662.6;421629.6;33.0;61.1;;16.2;3012.2;5578.6;0.9;1.7
Арктические регионы;2022-05-22;12.4;15.6;7.4;227695.5;421690.4;32.9;60.9;;16.5;3012.9;5579.9;0.7;1.3
Арктические регионы;2022-05-23;12.5;16.1;7.7;227727.6;421750.0;32.2;59.6;;16.8;3013.6;5581.1;0.7;1.3
Арктические регионы;2022-05-24;12.4;16.2;7.5;227758.6;421807.3;30.9;57.3;;16.8;3013.9;5581.7;0.3;0.6
Арктические регионы;2022-05-25;12.4;16.3;7.9;227789.4;421864.4;30.9;57.1;;16.5;3014.1;5582.1;0.2;0.4
Арктические регионы;2022-05-26;12.5;16.8;8.2;227820.4;421921.7;30.9;57.3;;16.8;3014.4;5582.6;0.2;0.4
Арктические регионы;2022-05-27;12.7;17.1;8.1;227851.4;421979.1;31.0;57.4;;17.3;3014.5;5582.9;0.2;0.3
Арктические регионы;2022-05-28;13.1;16.9;8.2;227882.3;422036.4;30.9;57.3;;17.4;3014.7;5583.1;0.2;0.3
Арктические регионы;2022-05-29;13.3;17.3;8.9;227913.0;422093.3;30.7;56.9;;17.6;3014.8;5583.4;0.2;0.3
Арктические регионы;2022-05-30;13.5;17.5;9.4;227944.0;422150.7;31.0;57.4;;17.8;3015.1;5584.0;0.3;0.6
Арктические регионы;2022-05-31;13.2;18.3;9.9;227975.5;422209.0;31.5;58.3;;18.1;3015.4;5584.6;0.3;0.6
Арктические регионы;2022-06-01;13.5;18.7;10.1;228006.6;422266.7;31.2;57.7;;18.3;3015.8;5585.3;0.4;0.7
Арктические регионы;2022-06-02;13.4;18.9;10.5;228037.8;422324.4;31.2;57.7;;18.4;3016.4;5586.3;0.5;1.0
Арктические регионы;2022-06-03;13.2;18.9;10.8;228068.4;422381.0;30.5;56.6;;18.3;3016.9;5587.3;0.5;1.0
Арктические регионы;2022-06-04;13.1;19.5;11.1;228098.7;422437.1;30.3;56.1;;18.5;3017.4;5588.1;0.5;0.9
Арктические регионы;2022-06-05;12.8;19.1;11.0;228129.2;422493.7;30.5;56.6;;18.4;3017.8;5588.9;0.4;0.7
Арктические регионы;2022-06-06;12.7;19.6;10.2;228159.8;422550.4;30.6;56.7;;18.5;3018.1;5589.4;0.3;0.6
Арктические регионы;2022-06-07;12.8;17.9;9.8;228190.0;422606.3;30.2;55.9;;18.3;3018.4;5590.0;0.3;0.6
Арктические регионы;2022-06-08;12.5;17.6;8.7;228220.0;422661.9;30.0;55.6;;18.4;3018.6;5590.4;0.2;0.4
Арктические регионы;2022-06-09;12.5;17.2;8.1;228249.8;422717.0;29.8;55.1;;18.4;3018.7;5590.6;0.1;0.1
Арктические регионы;2022-06-10;13.6;17.4;8.3;228279.4;422771.9;29.6;54.9;;18.3;3018.8;5590.7;0.1;0.1
Арктические регионы;2022-06-11;13.3;16.9;8.1;228309.0;422826.7;29.6;54.9;;18.4;3018.8;5590.9;0.1;0.1
Арктические регионы;2022-06-12;14.3;16.2;7.4;228338.0;422880.4;29.0;53.7;;18.6;3018.9;5591.0;0.1;0.1
Арктические регионы;2022-06-13;14.9;15.7;7.7;228366.4;422933.0;28.4;52.6;;18.8;3018.9;5591.0;0.0;0.0
Арктические регионы;2022-06-14;15.2;16.3;7.1;228395.0;422985.9;28.5;52.9;;18.6;3018.9;5591.0;0.0;0.0
Арктические регионы;2022-06-15;16.0;16.4;7.9;228423.6;423038.9;28.6;53.0;;18.7;3019.0;5591.1;0.1;0.1
Арктические регионы;2022-06-16;16.1;16.9;8.9;228451.6;423090.7;28.0;51.9;;18.7;3019.1;5591.4;0.2;0.3
Арктические регионы;2022-06-17;15.6;16.9;8.7;228479.4;423142.3;27.8;51.6;;18.8;3019.3;5591.7;0.2;0.3
Арктические регионы;2022-06-18;16.3;17.7;8.5;228506.7;423192.9;27.3;50.6;;18.7;3019.4;5592.0;0.2;0.3
Арктические регионы;2022-06-19;15.8;18.6;8.9;228533.6;423242.7;26.9;49.9;;18.3;3019.6;5592.3;0.2;0.3
Арктические регионы;2022-06-20;15.3;19.2;8.4;228559.7;423291.0;26.1;48.3;;17.8;3019.8;5592.6;0.2;0.3
Арктические регионы;2022-06-21;15.3;18.6;8.8;228584.8;423337.4;25.1;46.4;;18.2;3020.0;5593.0;0.2;0.4
Арктические регионы;2022-06-22;14.1;17.7;8.3;228608.9;423382.1;24.1;44.7;;18.0;3020.2;5593.4;0.2;0.4
Арктические регионы;2022-06-23;14.4;16.7;6.8;228632.5;423425.9;23.6;43.7;;17.9;3020.5;5593.9;0.2;0.4
Арктические регионы;2022-06-24;14.2;17.5;6.9;228655.8;423469.0;23.3;43.1;;17.9;3020.7;5594.3;0.2;0.4
Арктические регионы;2022-06-25;14.0;17.2;7.6;228678.7;423511.4;22.9;42.4;;18.0;3020.9;5594.7;0.2;0.4
Арктические регионы;2022-06-26;14.1;16.7;7.0;228701.8;423554.1;23.1;42.7;;18.0;3021.1;5595.1;0.2;0.4
Арктические регионы;2022-06-27;14.5;15.4;7.3;228725.4;423597.9;23.6;43.7;;18.1;3021.4;5595.6;0.2;0.4
Арктические регионы;2022-06-28;14.4;15.8;8.2;228749.6;423642.6;24.1;44.7;;18.0;3021.5;5595.9;0.2;0.3
Арктические регионы;2022-06-29;14.9;17.1;8.8;228774.3;423688.4;24.8;45.9;;18.0;3021.6;5596.0;0.1;0.1
Арктические регионы;2022-06-30;14.8;17.7;9.3;228799.5;423735.0;25.1;46.6;;18.2;3021.7;5596.1;0.1;0.1
Арктические регионы;2022-07-01;14.6;16.6;8.6;228824.8;423781.9;25.3;46.9;;17.8;3021.8;5596.3;0.1;0.1
Арктические регионы;2022-07-02;14.1;15.4;8.4;228850.5;423829.6;25.8;47.7;;17.6;3021.8;5596.4;0.1;0.1
Арктические регионы;2022-07-03;13.3;15.5;8.7;228876.2;423877.1;25.7;47.6;;17.5;3022.0;5596.7;0.2;0.3
Арктические регионы;2022-07-04;12.8;15.3;8.9;228902.1;423925.0;25.8;47.9;;17.7;3022.2;5597.1;0.2;0.4
Арктические регионы;2022-07-05;12.6;15.4;8.3;228927.7;423972.6;25.7;47.6;;17.8;3022.5;5597.6;0.2;0.4
Арктические регионы;2022-07-06;13.3;15.6;8.2;228953.0;424019.3;25.2;46.7;;17.7;3022.8;5598.1;0.3;0.6
Арктические регионы;2022-07-07;13.1;15.6;9.1;228978.4;424066.4;25.5;47.1;;18.0;3023.0;5598.6;0.2;0.4
Арктические регионы;2022-07-08;13.9;15.7;9.7;229004.0;424113.9;25.6;47.4;;18.4;3023.3;5599.1;0.3;0.6
Арктические регионы;2022-07-09;13.9;16.4;9.1;229029.6;424161.3;25.6;47.4;;18.6;3023.7;5599.9;0.4;0.7
Арктические регионы;2022-07-10;15.2;17.2;9.0;229055.7;424209.6;26.1;48.3;;19.0;3024.0;5600.4;0.3;0.6
Арктические регионы;2022-07-11;15.7;18.6;9.1;229082.5;424259.1;26.8;49.6;;19.1;3024.3;5601.0;0.3;0.6
Арктические регионы;2022-07-12;16.5;18.9;8.3;229110.6;424311.1;28.1;52.0;;19.3;3024.6;5601.6;0.3;0.6
Арктические регионы;2022-07-13;16.1;18.6;8.4;229140.4;424366.4;29.9;55.3;;19.4;3024.8;5602.0;0.2;0.4
Арктические регионы;2022-07-14;16.7;18.5;8.0;229171.6;424424.1;31.2;57.7;;19.4;3025.1;5602.4;0.2;0.4
Арктические регионы;2022-07-15;16.8;19.7;8.5;229204.4;424485.0;32.9;60.9;;19.9;3025.2;5602.7;0.2;0.3
Арктические регионы;2022-07-16;17.4;21.4;8.6;229239.5;424549.9;35.0;64.9;;20.5;3025.4;5603.0;0.2;0.3
Арктические регионы;2022-07-17;17.6;21.6;9.3;229276.2;424617.9;36.7;68.0;;20.9;3025.5;5603.3;0.2;0.3
Арктические регионы;2022-07-18;17.1;22.3;9.1;229314.9;424689.6;38.7;71.7;;21.1;3025.6;5603.4;0.1;0.1
Арктические регионы;2022-07-19;16.3;23.4;10.2;229355.2;424764.1;40.3;74.6;;21.1;3025.7;5603.6;0.1;0.1
Арктические регионы;2022-07-20;16.1;23.2;9.8;229395.7;424839.3;40.6;75.1;;21.5;3025.8;5603.7;0.1;0.1
Арктические регионы;2022-07-21;15.1;24.8;9.7;229437.8;424917.3;42.1;78.0;;21.5;3025.9;5603.9;0.1;0.1
Арктические регионы;2022-07-22;15.1;24.5;9.0;229480.3;424995.9;42.4;78.6;;21.1;3025.9;5604.0;0.1;0.1
Арктические регионы;2022-07-23;15.1;25.2;9.5;229522.5;425074.0;42.2;78.1;;21.0;3025.9;5604.0;0.0;0.0
Арктические регионы;2022-07-24;14.5;24.8;8.8;229564.2;425151.3;41.7;77.3;;21.2;3025.9;5604.0;0.0;0.0
Арктические регионы;2022-07-25;15.4;26.3;8.7;229605.4;425227.6;41.2;76.3;;21.6;3025.9;5604.0;0.0;0.0
Арктические регионы;2022-07-26;15.3;27.0;8.1;229647.4;425305.3;42.0;77.7;;21.8;3025.9;5604.0;0.0;0.0
Арктические регионы;2022-07-27;15.2;27.4;8.5;229691.2;425386.4;43.8;81.1;;22.0;3026.1;5604.3;0.2;0.3
Арктические регионы;2022-07-28;17.0;27.4;8.3;229735.8;425469.1;44.7;82.7;;22.3;3026.3;5604.7;0.2;0.4
Арктические регионы;2022-07-29;16.7;29.1;9.1;229781.8;425554.3;46.0;85.1;;22.8;3026.5;5605.1;0.2;0.4
Арктические регионы;2022-07-30;16.7;29.1;9.1;229829.1;425641.9;47.3;87.6;;22.9;3026.8;5605.6;0.2;0.4
Арктические регионы;2022-07-31;16.2;32.1;9.4;229878.8;425733.9;49.7;92.0;;23.4;3027.0;5606.0;0.2;0.4
Арктические регионы;2022-08-01;15.3;32.4;9.6;229932.4;425833.1;53.6;99.3;;23.8;3027.2;5606.4;0.2;0.4
Арктические регионы;2022-08-02;16.0;33.5;10.1;229989.6;425939.1;57.2;106.0;;24.5;3027.5;5606.9;0.2;0.4
Арктические регионы;2022-08-03;15.6;35.2;10.2;230052.6;426055.7;62.9;116.6;;24.9;3027.5;5607.0;0.1;0.1
Арктические регионы;2022-08-04;15.5;36.0;10.3;230121.9;426184.1;69.3;128.4;;25.5;3027.5;5607.0;0.0;0.0
Арктические регионы;2022-08-05;15.1;37.1;9.7;230197.2;426323.6;75.3;139.4;;26.4;3027.5;5607.0;0.0;0.0
Арктические регионы;2022-08-06;15.2;38.3;10.9;230278.1;426473.4;80.9;149.9;;26.9;3027.7;5607.3;0.2;0.3
Арктические регионы;2022-08-07;16.1;38.0;10.9;230366.0;426636.3;87.9;162.9;;27.4;3027.9;5607.6;0.2;0.3
Арктические регионы;2022-08-08;17.4;38.3;12.0;230462.9;426815.7;96.9;179.4;;28.2;3028.0;5607.9;0.2;0.3
Арктические регионы;2022-08-09;16.8;39.2;11.8;230568.9;427012.0;106.0;196.3;;28.7;3028.2;5608.1;0.2;0.3
Арктические регионы;2022-08-10;19.8;40.6;12.3;230684.3;427225.7;115.4;213.7;;29.4;3028.3;5608.4;0.2;0.3
Арктические регионы;2022-08-11;19.1;43.1;13.2;230808.6;427456.0;124.3;230.3;;30.1;3028.5;5608.7;0.2;0.3
Арктические регионы;2022-08-12;20.3;43.4;13.6;230944.2;427707.0;135.5;251.0;;30.5;3028.6;5609.0;0.2;0.3
Арктические регионы;2022-08-13;21.2;46.0;13.9;231092.8;427982.3;148.6;275.3;;31.4;3028.6;5609.0;0.0;0.0
Арктические регионы;2022-08-14;21.0;49.8;14.6;231253.7;428280.3;160.9;298.0;;32.2;3028.6;5609.0;0.0;0.0
Арктические регионы;2022-08-15;20.6;52.3;14.0;231426.5;428600.3;172.8;320.0;;32.3;3028.7;5609.1;0.1;0.1
Арктические регионы;2022-08-16;21.2;53.6;14.7;231613.2;428946.0;186.7;345.7;;32.9;3028.8;5609.3;0.1;0.1
Арктические регионы;2022-08-17;19.7;58.3;14.4;231814.2;429318.3;201.0;372.3;;33.4;3028.9;5609.4;0.1;0.1
Арктические регионы;2022-08-18;20.1;61.3;14.4;232028.5;429715.1;214.3;396.9;;33.7;3028.9;5609.6;0.1;0.1
Арктические регионы;2022-08-19;20.6;65.8;14.8;232255.2;430135.0;226.7;419.9;;34.7;3029.0;5609.7;0.1;0.1
Арктические регионы;2022-08-20;19.5;67.7;14.2;232492.8;430575.0;237.6;440.0;;35.1;3029.1;5609.9;0.1;0.1
Арктические регионы;2022-08-21;20.6;67.5;13.9;232740.6;431034.0;247.8;459.0;;34.8;3029.2;5610.0;0.1;0.1
Арктические регионы;2022-08-22;20.7;68.7;14.9;232999.6;431513.6;258.9;479.6;;35.1;3029.2;5610.0;0.0;0.0
Арктические регионы;2022-08-23;21.7;72.7;15.6;233274.3;432022.4;274.8;508.9;;35.5;3029.2;5610.0;0.0;0.0
Арктические регионы;2022-08-24;21.7;71.4;16.8;233560.0;432551.4;285.6;529.0;;35.6;3029.2;5610.1;0.1;0.1
Арктические регионы;2022-08-25;21.1;70.5;17.1;233856.5;433100.6;296.5;549.1;;35.8;3029.3;5610.3;0.1;0.1
Арктические регионы;2022-08-26;20.3;70.4;17.4;234163.3;433668.9;306.9;568.3;;35.5;3029.4;5610.4;0.1;0.1
Арктические регионы;2022-08-27;20.5;70.3;17.4;234475.6;434247.1;312.3;578.3;;35.1;3029.5;5610.6;0.1;0.1
Арктические регионы;2022-08-28;19.5;69.8;18.1;234794.2;434837.3;318.7;590.1;;34.7;3029.6;5610.9;0.2;0.3
Арктические регионы;2022-08-29;19.8;67.9;17.5;235117.1;435435.1;322.8;597.9;;34.7;3029.9;5611.3;0.2;0.4
Арктические регионы;2022-08-30;18.9;65.4;16.5;235438.1;436029.7;321.0;594.6;;34.1;3030.2;5611.9;0.3;0.6
Арктические регионы;2022-08-31;19.4;64.1;15.9;235758.7;436623.4;320.6;593.7;;33.6;3030.4;5612.3;0.2;0.4
Арктические регионы;2022-09-01;20.6;63.0;15.9;236077.4;437213.7;318.7;590.3;;33.4;3030.6;5612.7;0.2;0.4
Арктические регионы;2022-09-02;20.4;60.8;16.4;236391.5;437795.4;314.1;581.7;;32.8;3030.9;5613.1;0.2;0.4
Арктические регионы;2022-09-03;20.7;58.2;17.4;236703.8;438373.7;312.3;578.3;;32.5;3031.1;5613.6;0.2;0.4
Арктические регионы;2022-09-04;20.7;58.3;17.3;237013.7;438947.7;309.9;574.0;;32.6;3031.3;5613.9;0.2;0.3
Арктические регионы;2022-09-05;20.3;59.9;18.4;237327.1;439528.1;313.4;580.4;;32.5;3031.3;5614.0;0.1;0.1
Арктические регионы;2022-09-06;21.1;59.7;20.0;237646.4;440119.4;319.3;591.3;;33.2;3031.6;5614.4;0.2;0.4
Арктические регионы;2022-09-07;20.9;60.6;21.0;237982.3;440741.6;335.9;622.1;;33.7;3031.9;5615.1;0.4;0.7
Арктические регионы;2022-09-08;21.0;59.1;21.1;238341.7;441407.1;359.4;665.6;;33.6;3032.4;5616.0;0.5;0.9
Арктические регионы;2022-09-09;21.3;60.4;21.3;238722.5;442112.4;380.8;705.3;;34.0;3032.9;5617.0;0.5;1.0
Арктические регионы;2022-09-10;21.8;61.6;20.7;239128.3;442863.9;405.7;751.4;;34.0;3033.6;5618.1;0.6;1.1
Арктические регионы;2022-09-11;21.6;63.2;21.0;239559.6;443662.7;431.3;798.9;;34.1;3034.2;5619.3;0.6;1.1
Арктические регионы;2022-09-12;21.4;62.4;20.2;240010.9;444498.6;451.3;835.9;;33.8;3035.0;5620.9;0.8;1.6
Арктические регионы;2022-09-13;20.4;62.0;18.6;240486.3;445379.0;475.4;880.4;;33.0;3036.0;5622.6;0.9;1.7
Арктические регионы;2022-09-14;19.5;61.5;19.4;240975.9;446285.7;489.6;906.7;;32.5;3036.9;5624.3;0.9;1.7
Арктические регионы;2022-09-15;18.5;62.2;19.3;241475.1;447210.1;499.2;924.4;;32.2;3037.9;5626.1;1.0;1.9
Арктические регионы;2022-09-16;18.2;61.6;19.1;241983.5;448151.7;508.4;941.6;;31.6;3038.9;5628.0;1.0;1.9
Арктические регионы;2022-09-17;17.5;60.9;19.1;242501.1;449110.3;517.6;958.6;;30.8;3039.9;5629.9;1.0;1.9
Арктические регионы;2022-09-18;17.8;57.3;18.2;243027.5;450085.3;526.5;975.0;;29.8;3041.0;5631.9;1.1;2.0
Арктические регионы;2022-09-19;17.5;55.3;17.3;243556.2;451064.3;528.6;979.0;;29.0;3042.0;5633.7;1.0;1.9
Арктические регионы;2022-09-20;18.4;52.9;17.2;244081.7;452037.6;525.5;973.3;;29.1;3042.7;5635.1;0.8;1.4
Арктические регионы;2022-09-21;19.1;51.7;16.2;244601.0;452999.4;519.4;961.9;;29.3;3043.4;5636.4;0.7;1.3
Арктические регионы;2022-09-22;18.7;49.9;16.2;245098.1;453920.0;497.1;920.6;;29.5;3044.0;5637.4;0.5;1.0
Арктические регионы;2022-09-23;18.7;46.5;14.6;245583.5;454819.0;485.4;899.0;;29.9;3044.4;5638.3;0.5;0.9
Арктические регионы;2022-09-24;17.7;44.5;13.3;246045.9;455675.3;462.4;856.3;;30.5;3044.8;5639.0;0.4;0.7
Арктические регионы;2022-09-25;17.9;43.8;12.8;246475.8;456471.4;429.9;796.1;;31.3;3045.2;5639.7;0.4;0.7
Арктические регионы;2022-09-26;18.4;41.8;13.0;246878.5;457217.3;402.7;745.9;;32.3;3045.5;5640.3;0.3;0.6
Арктические регионы;2022-09-27;16.9;40.7;12.9;247253.2;457911.3;374.7;694.0;;32.4;3045.8;5640.7;0.2;0.4
Арктические регионы;2022-09-28;16.1;37.3;11.5;247606.3;458565.1;353.1;653.9;;32.0;3045.9;5641.0;0.2;0.3
Арктические регионы;2022-09-29;15.8;36.4;10.5;247944.3;459191.1;338.0;626.0;;31.7;3046.1;5641.3;0.2;0.3
Арктические регионы;2022-09-30;15.4;34.4;10.8;248252.6;459762.0;308.2;570.9;;31.3;3046.2;5641.6;0.2;0.3
Арктические регионы;2022-10-01;15.8;32.4;11.0;248536.4;460287.7;283.9;525.7;;30.8;3046.4;5642.0;0.2;0.4
Арктические регионы;2022-10-02;15.9;30.0;11.0;248804.0;460783.3;267.6;495.6;;30.3;3046.8;5642.6;0.3;0.6
Арктические регионы;2022-10-03;14.9;29.1;10.6;249057.2;461252.1;253.2;468.9;;29.2;3047.1;5643.3;0.4;0.7
Арктические регионы;2022-10-04;15.1;28.1;10.7;249292.8;461688.4;235.6;436.3;;28.2;3047.6;5644.1;0.5;0.9
Арктические регионы;2022-10-05;15.0;27.7;10.5;249505.3;462082.0;212.5;393.6;;27.2;3048.1;5645.0;0.5;0.9
Арктические регионы;2022-10-06;14.3;25.2;9.5;249701.6;462445.6;196.3;363.6;;26.2;3048.5;5645.9;0.5;0.9
Арктические регионы;2022-10-07;14.1;23.7;8.9;249889.3;462793.1;187.7;347.6;;25.0;3049.0;5646.7;0.5;0.9
Арктические регионы;2022-10-08;13.7;23.5;8.2;250067.4;463123.1;178.2;330.0;;25.1;3049.6;5647.9;0.6;1.1
Арктические регионы;2022-10-09;13.1;22.7;8.1;250237.7;463438.4;170.2;315.3;;25.0;3050.3;5649.1;0.7;1.3
Арктические регионы;2022-10-10;12.9;21.9;8.0;250396.7;463732.9;159.0;294.4;;24.2;3051.1;5650.6;0.8;1.4
Арктические регионы;2022-10-11;12.3;21.1;7.2;250546.9;464011.1;150.3;278.3;;23.6;3051.9;5652.1;0.8;1.6
Арктические регионы;2022-10-12;11.4;20.2;7.5;250689.4;464275.0;142.5;263.9;;23.0;3052.9;5654.0;1.0;1.9
Арктические регионы;2022-10-13;11.9;20.3;8.1;250822.6;464521.7;133.2;246.7;;22.5;3053.9;5655.9;1.0;1.9
Арктические регионы;2022-10-14;11.7;20.6;7.9;250947.5;464753.0;124.9;231.3;;21.9;3055.0;5657.9;1.1;2.0
Арктические регионы;2022-10-15;11.7;19.5;8.4;251070.0;464979.9;122.5;226.9;;20.2;3056.1;5659.9;1.1;2.0
Арктические регионы;2022-10-16;11.5;19.0;8.1;251187.5;465197.4;117.5;217.6;;18.9;3057.2;5661.9;1.1;2.0
Арктические регионы;2022-10-17;11.5;18.5;7.7;251300.1;465406.0;112.6;208.6;;18.3;3058.2;5663.7;1.0;1.9
Арктические регионы;2022-10-18;12.0;17.3;7.7;251407.2;465604.4;107.1;198.4;;17.7;3059.2;5665.6;1.0;1.9
Арктические регионы;2022-10-19;12.7;16.8;7.4;251509.5;465793.9;102.3;189.4;;17.4;3060.1;5667.3;0.9;1.7
Арктические регионы;2022-10-20;13.1;16.6;7.3;251610.5;465980.9;101.0;187.0;;17.2;3061.1;5669.1;1.0;1.9
Арктические регионы;2022-10-21;13.4;16.3;7.5;251708.9;466163.1;98.4;182.3;;16.8;3062.1;5671.0;1.0;1.9
Арктические регионы;2022-10-22;13.5;16.1;7.6;251801.6;466334.9;92.7;171.7;;16.6;3063.0;5672.7;0.9;1.7
Арктические регионы;2022-10-23;14.4;17.0;8.0;251888.6;466495.9;86.9;161.0;;16.8;3063.7;5674.0;0.7;1.3
Арктические регионы;2022-10-24;14.5;17.2;8.3;251971.3;466649.0;82.7;153.1;;17.0;3064.3;5675.0;0.5;1.0
Арктические регионы;2022-10-25;14.3;17.8;8.5;252048.4;466791.9;77.1;142.9;;17.5;3064.7;5675.7;0.4;0.7
Арктические регионы;2022-10-26;14.1;17.6;7.8;252120.0;466924.4;71.6;132.6;;17.7;3065.0;5676.3;0.3;0.6
Арктические регионы;2022-10-27;13.9;17.7;8.1;252185.7;467046.1;65.7;121.7;;18.4;3065.2;5676.7;0.2;0.4
Арктические регионы;2022-10-28;14.6;17.7;9.0;252246.3;467158.4;60.6;112.3;;19.1;3065.3;5677.0;0.2;0.3
Арктические регионы;2022-10-29;14.4;18.6;9.3;252304.9;467267.0;58.6;108.6;;19.8;3065.4;5677.1;0.1;0.1
Арктические регионы;2022-10-30;13.7;16.6;9.5;252360.7;467370.3;55.8;103.3;;19.8;3065.5;5677.3;0.1;0.1
Арктические регионы;2022-10-31;14.5;15.9;9.5;252413.3;467467.7;52.6;97.4;;20.0;3065.6;5677.4;0.1;0.1
Арктические регионы;2022-11-01;15.3;16.4;9.7;252463.3;467560.3;50.0;92.6;;19.8;3065.7;5677.6;0.1;0.1
